seqnames	start	end	annot	transcript_id	symbol	bp	Isblue?
chr5	111869063	111869538	intergenic	ENST00000514243	RP11-159K7.1	475	y
chr10	9866325	9867152	intergenic	ENST00000419836	RP5-1051H14.2	827	y
chr21	40174479	40175013	intergenic	ENST00000360214	ETS2	534	y
chr3	169022989	169023782	intron	ENST00000485957	MECOM	793	y
chr10	74209572	74210383	intron	ENST00000489666	MICU1	811	y
chr2	101441977	101442437	intron	ENST00000430586	AC092168.2	460	y
chr15	71438884	71439471	intron	ENST00000261862	THSD4	587	y
chr18	52434366	52434770	intron	ENST00000586570	RAB27B	404	y
chrX	17027964	17029048	intron	ENST00000380064	REPS2	1084	y
chr4	74889262	74890088	intergenic	ENST00000464637	RN7SL218P	826	y
chr8	127836689	127837275	intergenic	ENST00000519319	PCAT1	586	y
chr5	60757258	60757764	intron	ENST00000252744	ZSWIM6	506	y
chr3	151576923	151578197	intron	ENST00000475855	RP11-454C18.2	1274	y
chrX	17050088	17050991	intron	ENST00000380064	REPS2	903	y
chr15	54081718	54082628	intergenic	ENST00000383914	RNU6-449P	910	y
chr4	115433283	115434630	intergenic	ENST00000310836	UGT8	1347	y
chr6	131579943	131580553	intron	ENST00000474850	AKAP7	610	y
chr7	65226259	65226827	promoter	ENST00000384058	SNORA15	568	y
chr12	22715040	22716069	intergenic	ENST00000542742	RP11-359J14.3	1029	y
chr8	8543551	8544101	intergenic	ENST00000519106	CLDN23	550	y
chr17	56477290	56477780	intron	ENST00000583841	BZRAP1-AS1	490	y
chr4	30903182	30904207	intron	ENST00000511884	PCDH7	1025	y
chr12	13539722	13539939	promoter	ENST00000532841	C12orf36	217	y
chr12	13539993	13540519	promoter	ENST00000531049	C12orf36	526	y
chr4	109875916	109876470	intron	ENST00000399126	COL25A1	554	y
chr15	97862475	97863361	promoter	ENST00000559394	RP11-315L6.1	886	y
chr5	32302570	32303291	intron	ENST00000513622	MTMR12	721	y
chr15	30110396	30110856	intron	ENST00000473741	TJP1	460	y
chr4	175181121	175181620	intron	ENST00000513696	FBXO8	499	y
chr21	16513635	16514425	intergenic	ENST00000449746	AF127577.12	790	y
chr2	66800612	66801208	promoter	ENST00000433396	AC007392.3	596	y
chr3	169097224	169097849	intron	ENST00000485957	MECOM	625	y
chr4	149352458	149353065	intron	ENST00000511528	NR3C2	607	y
chr7	116452899	116453499	promoter	ENST00000464223	CAPZA2	600	y
chr12	122595449	122596247	intron	ENST00000319080	MLXIP	798	y
chrX	110580244	110580776	intron	ENST00000496551	DCX	532	y
chr6	56558773	56559190	promoter	ENST00000521104	DST	417	y
chr8	71578881	71579614	promoter	ENST00000276590	LACTB2	733	y
chr14	31503002	31503435	intron	ENST00000555417	AP4S1	433	y
chr5	55053665	55054839	intron	ENST00000504880	SLC38A9	1174	y
chr14	68631120	68631904	intron	ENST00000557045	RAD51B	784	y
chr4	53728083	53728700	promoter	ENST00000515677	RASL11B	617	y
chrX	17878644	17879810	promoter	ENST00000545871	RAI2	1166	y
chr17	31121546	31122070	intron	ENST00000583621	MYO1D	524	y
chr13	73899238	73900358	intergenic	ENST00000420129	MARK2P12	1120	y
chr7	117356474	117357412	intron	ENST00000445366	CTTNBP2	938	y
chr17	71856589	71857110	intergenic	ENST00000580370	CTD-2532D12.5	521	y
chr4	87863404	87863696	intron	ENST00000511442	AFF1	292	y
chr14	90114844	90115344	promoter	ENST00000516846	Y_RNA	500	y
chr13	113339543	113340006	intergenic	ENST00000356049	C13orf35	463	y
chr18	20714210	20714563	promoter	ENST00000579963	CABLES1	353	y
chr13	106458613	106459355	intergenic	ENST00000415294	LINC00343	742	y
chr18	10798713	10799240	intron	ENST00000579112	PIEZO2	527	y
chr4	154110178	154111052	intron	ENST00000437508	TRIM2	874	y
chr15	74305515	74306058	intron	ENST00000564725	PML	543	y
chr5	60550923	60551655	intron	ENST00000503882	CTC-436P18.3	732	y
chr10	60228227	60229121	intergenic	ENST00000373886	BICC1	894	y
chr2	151828282	151829233	intergenic	ENST00000425983	AC023469.2	951	y
chr4	156625042	156625531	intron	ENST00000513574	GUCY1A3	489	y
chr16	82061215	82061820	intergenic	ENST00000563491	HSD17B2	605	y
chr3	27683392	27684170	intergenic	ENST00000607601	RP11-222K16.1	778	y
chr8	38624299	38625022	intron	ENST00000348567	TACC1	723	y
chr17	46018633	46019210	promoter	ENST00000433001	AC003665.1	577	y
chr5	139544548	139545540	exon	ENST00000607850_189600	992		y
chr4	30954382	30954826	intron	ENST00000509759	PCDH7	444	y
chrX	35457520	35458562	intergenic	ENST00000516602	RNU6-1087P	1042	y
chr8	17652219	17652783	intron	ENST00000381862	MTUS1	564	y
chr1	172137033	172137953	intron	ENST00000523513	DNM3	920	y
chr4	155664739	155665500	promoter	ENST00000510733	LRAT	761	y
chr22	39317071	39317566	promoter	ENST00000450216	CTA-150C2.13	495	y
chr11	22696063	22696714	promoter	ENST00000433790	GAS2	651	y
chr5	66381100	66381787	intron	ENST00000447738	MAST4	687	y
chr4	45648854	45650096	intergenic	ENST00000363850	RNU6-931P	1242	y
chr4	187564825	187565498	intron	ENST00000441802	FAT1	673	y
chr15	53746791	53747925	intergenic	ENST00000567224	WDR72	1134	y
chr4	105862880	105863326	intron	ENST00000515649	RP11-556I14.1	446	y
chr4	77521435	77522140	intron	ENST00000485780	SHROOM3	705	y
chr1	160512233	160512642	exon	ENST00000534968_54273	409		y
chr4	25789258	25790342	intron	ENST00000502949	SEL1L3	1084	y
chr21	15588231	15588966	promoter	ENST00000400577	RBM11	735	y
chr15	23095116	23095978	promoter	ENST00000559762	RP11-566K19.5	862	y
chr10	3598428	3598998	intergenic	ENST00000426811	RP11-482E14.2	570	
chr12	43309649	43310455	intergenic	ENST00000603420	RP11-510P12.1	806	y
chr2	36008748	36009185	intergenic	ENST00000431951	MRPL50P1	437	y
chr4	175547466	175548242	intergenic	ENST00000274093	GLRA3	776	y
chr12	123129219	123129801	intron	ENST00000356987	HCAR1	582	
chr8	42082268	42083254	promoter	ENST00000459183	snoU13	986	y
chr5	139598938	139599611	intron	ENST00000509789	CYSTM1	673	y
chr7	121037949	121038214	promoter	ENST00000411715	CYCSP19	265	y
chr4	94763615	94764289	intergenic	ENST00000306011	ATOH1	674	y
chr12	12603953	12604650	promoter	ENST00000605743	RP11-253I19.4	697	y
chr18	21075012	21075330	intergenic	ENST00000269221	C18orf8	318	y
chrX	23925684	23926349	promoter	ENST00000490078	APOO	665	y
chr21	36250878	36251125	intron	ENST00000486278	RUNX1	247	y
chr18	8329209	8329564	intron	ENST00000577827	PTPRM	355	y
chr2	73944031	73944360	intergenic	ENST00000489476	TPRKB	329	y
chr4	37491862	37492339	intron	ENST00000508175	C4orf19	477	y
chrY	2558421	2558773	intergenic	ENST00000516032	RNU6-1334P	352	y
chr15	63969949	63970349	promoter	ENST00000559715	HERC1	400	y
chr18	19664513	19664896	intergenic	ENST00000579830	RP11-595B24.2	383	y
chr4	74548559	74549428	intergenic	ENST00000436089	AC112518.3	869	y
chr18	9422752	9423417	intergenic	ENST00000262120	TWSG1	665	y
chr18	21464667	21465113	promoter	ENST00000586751	LAMA3	446	y
chr4	48261077	48261668	intron	ENST00000381501	TEC	591	y
chr12	15305835	15306272	promoter	ENST00000541243	RERG-AS1	437	y
chr4	105979088	105979826	intron	ENST00000506386	RP11-556I14.1	738	y
chrX	2608934	2609490	promoter	ENST00000381180	CD99	556	y
chr13	73544410	73545113	promoter	ENST00000469712	PIBF1	703	y
chr4	55896756	55897737	promoter	ENST00000517006	RNU6-410P	981	y
chr4	13703459	13704075	intron	ENST00000510907	RP11-341G5.1	616	y
chr14	64137369	64137812	intergenic	ENST00000247225	SGPP1	443	y
chr12	26421726	26422408	intron	ENST00000540392	RP11-283G6.4	682	y
chr18	4004111	4004976	promoter	ENST00000582051	DLGAP1	865	y
chrX	16328282	16328968	intergenic	ENST00000516839	AC078993.1	686	y
chrX	13012317	13012875	intergenic	ENST00000451311	TMSB4X	558	y
chr5	50521576	50522552	intergenic	ENST00000468490	CTD-2312P21.1	976	y
chr4	87933836	87934323	intron	ENST00000544085	AFF1	487	y
chr15	57619201	57619605	promoter	ENST00000567319	RP11-358M11.4	404	y
chr8	118959719	118960347	intron	ENST00000436216	EXT1	628	y
chr4	170106361	170107215	intron	ENST00000508685	SH3RF1	854	y
chr14	23029755	23030313	intergenic	ENST00000557595	AE000662.92	558	y
chr13	102392011	102392599	intron	ENST00000376143	FGF14	588	y
chr4	186639663	186640609	intron	ENST00000456060	SORBS2	946	y
chr17	35281035	35281678	intron	ENST00000529264	RP11-445F12.1	643	y
chr18	19790101	19790813	intergenic	ENST00000578741	RP11-627G18.4	712	y
chr4	85432843	85433341	intergenic	ENST00000295886	NKX6-1	498	y
chr1	40357889	40358640	intergenic	ENST00000397332	MYCL	751	y
chr13	52532098	52532856	intron	ENST00000542656	ATP7B	758	y
chr12	92940036	92940836	promoter	ENST00000459090	snoU13	800	y
chr4	158954507	158955331	intergenic	ENST00000513850	RP11-312A15.3	824	y
chrX	132843583	132844339	intron	ENST00000406757	GPC3	756	y
chr5	31048491	31049119	intergenic	ENST00000495944	RPL19P11	628	y
chr18	24337137	24337871	intron	ENST00000579964	AQP4-AS1	734	y
chr4	151435655	151436697	intron	ENST00000513021	LRBA	1042	y
chr4	72003550	72004695	intergenic	ENST00000264485	SLC4A4	1145	y
chr16	52290147	52290849	promoter	ENST00000408588	AC007333.1	702	y
chr18	19624260	19625733	intron	ENST00000584898	RP11-595B24.1	1473	y
chr18	21209345	21209877	promoter	ENST00000587763	ANKRD29	532	y
chr13	102399458	102399928	intron	ENST00000376143	FGF14	470	y
chr4	106772105	106772882	intron	ENST00000510876	INTS12	777	y
chr18	21290854	21291433	promoter	ENST00000588044	RPL23AP77	579	y
chr13	108486621	108487030	promoter	ENST00000449551	FAM155A-IT1	409	y
chr8	135029476	135029978	intergenic	ENST00000605278	RP11-157E21.2	502	y
chr13	73614637	73615691	intergenic	ENST00000437000	PSMD10P3	1054	y
chr18	60766821	60767604	intergenic	ENST00000398117	BCL2	783	y
chr9	27385265	27386040	intron	ENST00000603061	MOB3B	775	y
chr17	72970801	72971274	promoter	ENST00000532900	HID1	473	y
chrX	24163828	24164250	intergenic	ENST00000427551	ZFX-AS1	422	y
chr18	70985941	70986635	intergenic	ENST00000563172	CTD-2354A18.1	694	y
chr12	9880385	9880890	intron	ENST00000327839	CLECL1	505	y
chr13	60181712	60182550	intergenic	ENST00000400324	DIAPH3	838	y
chr15	90877324	90877942	intergenic	ENST00000412799	GABARAPL3	618	y
chr18	59402679	59403762	intron	ENST00000590968	RP11-879F14.1	1083	y
chr14	39308853	39309445	promoter	ENST00000557440	LINC00639	592	y
chr4	22943322	22944138	intergenic	ENST00000511453	RP11-412P11.1	816	y
chr4	139833077	139833445	intron	ENST00000507038	RP11-371F15.3	368	y
chr18	19686422	19686904	intergenic	ENST00000579830	RP11-595B24.2	482	y
chr10	43137085	43137382	intergenic	ENST00000486614	ZNF33B	297	y
chr20	15119226	15119713	intron	ENST00000310348	MACROD2	487	y
chr21	36168889	36169428	intron	ENST00000399240	RUNX1	539	y
chr18	4017582	4018096	intron	ENST00000577430	DLGAP1	514	y
chr5	132208952	132209463	promoter	ENST00000485457	LEAP2	511	y
chr7	115979679	115980039	intron	ENST00000446355	AC002066.1	360	y
chr18	55102256	55103165	promoter	ENST00000581316	AC090340.1	909	y
chr4	170035695	170036113	intron	ENST00000284637	SH3RF1	418	y
chrX	15872339	15873736	promoter	ENST00000421527	AP1S2	1397	y
chr4	177114274	177114599	promoter	ENST00000515234	SPATA4	325	y
chr18	40105871	40106286	intron	ENST00000589068	LINC00907	415	y
chr13	99300363	99300982	intergenic	ENST00000430810	CALM2P4	619	y
chr7	12969053	12969525	intergenic	ENST00000441256	RBMX2P4	472	y
chrX	117907769	117908146	intron	ENST00000371637	IL13RA1	377	y
chr1	12050437	12051116	intron	ENST00000412236	MFN2	679	
chr4	171147427	171147816	intergenic	ENST00000504509	RP11-789C1.1	389	y
chr12	13158692	13159059	intron	ENST00000543321	RP11-377D9.3	367	y
chr8	29595979	29596739	intron	ENST00000506121	LINC00589	760	y
chr8	22312699	22313062	intron	ENST00000522000	PPP3CC	363	y
chr4	103811017	103811934	intron	ENST00000514972	SLC9B1	917	y
chr8	8549498	8549897	intergenic	ENST00000519106	CLDN23	399	y
chr4	106818891	106819676	promoter	ENST00000513430	NPNT	785	y
chr10	6343519	6344014	intron	ENST00000399868	RP11-563J2.2	495	y
chr9	78528856	78529314	promoter	ENST00000459505	AL359253.1	458	y
chr5	17114415	17114792	intron	ENST00000606445	BASP1	377	y
chrX	15624226	15624853	intron	ENST00000421585	GS1-594A7.3	627	y
chr18	21189439	21189988	intron	ENST00000591617	ANKRD29	549	y
chr10	115312349	115312929	promoter	ENST00000541666	HABP2	580	y
chr6	119915982	119916519	intergenic	ENST00000368468	MAN1A1	537	y
chr19	39646961	39647663	promoter	ENST00000599657	PAK4	702	
chr4	157873335	157873855	intron	ENST00000422544	PDGFC	520	y
chr4	77510524	77510923	intron	ENST00000485780	SHROOM3	399	y
chr3	7246159	7246840	intron	ENST00000435689	GRM7	681	y
chr18	9673064	9673873	intergenic	ENST00000581937	KRT18P8	809	y
chr18	71068317	71068856	intergenic	ENST00000563172	CTD-2354A18.1	539	y
chr4	18814749	18815500	intergenic	ENST00000503815	RP11-608B3.1	751	y
chr18	9736984	9737287	promoter	ENST00000578806	RP11-692N5.2	303	y
chr12	21597079	21597766	intron	ENST00000538582	PYROXD1	687	y
chr18	28981489	28981834	promoter	ENST00000581452	RP11-534N16.1	345	y
chr5	37165920	37166523	intron	ENST00000511824	C5orf42	603	y
chr12	60566172	60566790	intergenic	ENST00000551882	RP11-335M9.1	618	y
chr18	26372413	26372889	intergenic	ENST00000582726	RP11-510D21.1	476	y
chrX	3631095	3632157	promoter	ENST00000262848	PRKX	1062	y
chr18	3250757	3251051	promoter	ENST00000578562	MYL12A	294	y
chr18	65288323	65288979	intron	ENST00000583687	RP11-638L3.1	656	y
chr5	144843814	144844163	intergenic	ENST00000510259	PRELID2	349	y
chr18	21544367	21545241	intron	ENST00000582300	RP11-403A21.1	874	y
chr12	71557965	71558303	intron	ENST00000549421	TSPAN8	338	y
chr12	13025022	13026103	intergenic	ENST00000459725	RPL13AP20	1081	y
chr12	71555389	71555659	intron	ENST00000549421	TSPAN8	270	y
chr5	54660393	54660916	intron	ENST00000545714	SKIV2L2	523	y
chr6	106894847	106895225	intergenic	ENST00000365516	RNA5SP211	378	y
chrX	77192772	77193146	intron	ENST00000602791	RP5-1000K24.2	374	y
chr18	12000289	12000722	promoter	ENST00000588863	IMPA2	433	y
chr18	3456781	3457062	promoter	ENST00000472042	TGIF1	281	y
chr5	43893907	43894383	intergenic	ENST00000508829	RP11-8L21.1	476	y
chr13	35515748	35516975	promoter	ENST00000379939	NBEA	1227	y
chr18	26374435	26374857	intergenic	ENST00000582726	RP11-510D21.1	422	y
chr15	89668375	89668644	intron	ENST00000562073	ABHD2	269	y
chr4	37978642	37979668	promoter	ENST00000446803	TBC1D1	1026	y
chr13	77498752	77499091	intergenic	ENST00000426582	BTF3P11	339	y
chrX	105961933	105962318	intron	ENST00000324342	RNF128	385	y
chr14	56355837	56356276	intergenic	ENST00000569625	RP11-1012E15.1	439	y
chr3	66543117	66543471	intron	ENST00000475366	LRIG1	354	y
chr4	4501198	4501552	intron	ENST00000512780	STX18	354	y
chr15	90401815	90402255	intron	ENST00000559629	C15orf38-AP3S2	440	y
chr7	13005419	13005842	intergenic	ENST00000441256	RBMX2P4	423	y
chr14	37798337	37798669	intron	ENST00000556940	MIPOL1	332	y
chr17	48774453	48774711	promoter	ENST00000364470	Y_RNA	258	y
chr13	32519681	32520190	intron	ENST00000428783	EEF1DP3	509	y
chr17	10640501	10640980	intron	ENST00000583012	CTC-297N7.5	479	y
chr8	142140988	142141629	promoter	ENST00000517908	RP11-809O17.1	641	
chr9	45008582	45009082	intron	ENST00000421848	RP11-374M1.4	500	y
chr18	19748853	19749787	promoter	ENST00000583490	GATA6-AS1	934	y
chr8	17646298	17647375	intron	ENST00000381862	MTUS1	1077	y
chr17	618801	619322	promoter	ENST00000437048	VPS53	521	y
chr13	93125967	93126657	intron	ENST00000377067	GPC5	690	y
chr10	65479061	65479739	intron	ENST00000444770	RP11-170M17.1	678	y
chr3	19189370	19190217	promoter	ENST00000452398	KCNH8	847	y
chr1	59245356	59246066	intergenic	ENST00000371222	JUN	710	y
chr9	105629671	105630230	intergenic	ENST00000430854	RP11-338N12.1	559	y
chr2	134946547	134947309	intron	ENST00000409645	MGAT5	762	y
chr12	113905094	113906232	intron	ENST00000261731	LHX5	1138	
chr13	78271260	78272125	promoter	ENST00000466548	SLAIN1	865	y
chr14	68658282	68659082	intron	ENST00000557045	RAD51B	800	y
chrX	22003441	22003730	intron	ENST00000415881	SMS	289	y
chr7	38903200	38903772	intron	ENST00000457055	VPS41	572	y
chr17	53510366	53511001	intergenic	ENST00000262065	MMD	635	y
chr3	194353440	194353664	promoter	ENST00000447139	AC046143.3	224	
chr12	15373831	15374573	promoter	ENST00000537717	RERG	742	y
chr15	52199610	52200183	promoter	ENST00000606352	U6	573	y
chrY	2476943	2477666	intergenic	ENST00000516032	RNU6-1334P	723	y
chr17	46024345	46024764	promoter	ENST00000580372	RP11-6N17.6	419	y
chrX	1710260	1710695	promoter	ENST00000381261	AKAP17A	435	y
chrY	2558832	2559585	intergenic	ENST00000516032	RNU6-1334P	753	y
chr18	23806089	23807166	promoter	ENST00000418698	TAF4B	1077	y
chr4	69598563	69599228	intergenic	ENST00000509261	RP11-1267H10.4	665	y
chr12	6419391	6420221	promoter	ENST00000396988	PLEKHG6	830	y
chr18	2984812	2985290	promoter	ENST00000584915	LPIN2	478	y
chrX	20392961	20393546	intergenic	ENST00000517169	RN7SKP183	585	y
chr15	66124847	66125582	intron	ENST00000568850	RAB11A	735	y
chr4	119273882	119274465	promoter	ENST00000296498	PRSS12	583	y
chr3	19188141	19189179	promoter	ENST00000328405	KCNH8	1038	y
chr11	94335540	94336653	intron	ENST00000537874	RP11-867G2.8	1113	y
chr18	29665492	29665879	intron	ENST00000583184	RP11-53I6.2	387	y
chr5	176513355	176514471	promoter	ENST00000513166	FGFR4	1116	y
chr18	12376764	12377928	promoter	ENST00000590811	AFG3L2	1164	y
chrX	33780627	33780788	intron	ENST00000445233	RP11-305F18.1	161	y
chrX	83441953	83443818	promoter	ENST00000460730	RPS6KA6	1865	y
chr4	15679072	15679693	intron	ENST00000514541	FBXL5	621	y
chr3	194432537	194433012	intron	ENST00000423318	AC090505.6	475	
chr17	36070163	36070788	intron	ENST00000560016	HNF1B	625	y
chr18	28551397	28551656	intron	ENST00000583580	RP11-25I11.1	259	y
chr18	21795580	21796435	promoter	ENST00000384039	RNU6-435P	855	y
chr4	89897580	89898181	intron	ENST00000509094	FAM13A	601	y
chr8	40013191	40014286	intergenic	ENST00000315792	C8orf4	1095	y
chr4	52883991	52884363	promoter	ENST00000343457	LRRC66	372	y
chr3	66692481	66692862	intergenic	ENST00000459863	RPL21P41	381	y
chr18	19748357	19748632	promoter	ENST00000579431	GATA6-AS1	275	y
chr5	58145773	58146112	intron	ENST00000510198	CTD-2176I21.2	339	y
chr5	40485204	40485821	intergenic	ENST00000583717	AC108105.1	617	y
chr7	64532350	64532740	promoter	ENST00000384334	SNORA15	390	y
chr18	21450963	21451245	promoter	ENST00000269217	LAMA3	282	y
chr15	57899754	57900281	intron	ENST00000569089	MYZAP	527	y
chr12	27425172	27426386	intron	ENST00000543246	STK38L	1214	y
chr2	306486	306655	promoter	ENST00000592090	AC079779.5	169	
chr16	83983871	83984533	promoter	ENST00000361711	OSGIN1	662	
chr7	591580	592225	promoter	ENST00000517177	AC147651.2	645	
